##########################################################################################
############################# Effectiveness Evaluation for 9 #############################
##########################################################################################

Evaluation Measures:
MAP: 0.01
MRR: 0.01
--------------------------------------------------------------------------------

QueryID: Q1
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
Q1         CACM-3151         87        N         0.00         0.000000
Q1         CACM-3151         88        N         0.00         0.000000
Q1         CACM-3152         89        N         0.00         0.000000
Q1         CACM-3152         90        N         0.00         0.000000
Q1         CACM-3152         91        N         0.00         0.000000
Q1         CACM-3142         92        N         0.00         0.000000
Q1         CACM-3143         93        N         0.00         0.000000
Q1         CACM-3143         94        N         0.00         0.000000
Q1         CACM-3144         95        N         0.00         0.000000
Q1         CACM-3144         96        N         0.00         0.000000
Q1         CACM-3145         97        N         0.00         0.000000
Q1         CACM-3142         98        N         0.00         0.000000
Q1         CACM-3142         99        N         0.00         0.000000
Q1         CACM-3141         100       N         0.00         0.000000


QueryID: Q2
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q2         CACM-3160         1         N         0.00         0.000000
Q2         CACM-3161         2         N         0.00         0.000000
Q2         CACM-3162         3         N         0.00         0.000000
Q2         CACM-3163         4         N         0.00         0.000000
Q2         CACM-3163         5         N         0.00         0.000000
Q2         CACM-3164         6         N         0.00         0.000000
Q2         CACM-3164         7         N         0.00         0.000000
Q2         CACM-3165         8         N         0.00         0.000000
Q2         CACM-3165         9         N         0.00         0.000000
Q2         CACM-3166         10        N         0.00         0.000000
Q2         CACM-3167         11        N         0.00         0.000000
Q2         CACM-3168         12        N         0.00         0.000000
Q2         CACM-3169         13        N         0.00         0.000000
Q2         CACM-3171         14        N         0.00         0.000000
Q2         CACM-3172         15        N         0.00         0.000000
Q2         CACM-3173         16        N         0.00         0.000000
Q2         CACM-3174         17        N         0.00         0.000000
Q2         CACM-3175         18        N         0.00         0.000000
Q2         CACM-3175         19        N         0.00         0.000000
Q2         CACM-3176         20        N         0.00         0.000000
Q2         CACM-3176         21        N         0.00         0.000000
Q2         CACM-3177         22        N         0.00         0.000000
Q2         CACM-3177         23        N         0.00         0.000000
Q2         CACM-3179         24        N         0.00         0.000000
Q2         CACM-3179         25        N         0.00         0.000000
Q2         CACM-3180         26        N         0.00         0.000000
Q2         CACM-3181         27        N         0.00         0.000000
Q2         CACM-3182         28        N         0.00         0.000000
Q2         CACM-3183         29        N         0.00         0.000000
Q2         CACM-3184         30        N         0.00         0.000000
Q2         CACM-3185         31        N         0.00         0.000000
Q2         CACM-3186         32        N         0.00         0.000000
Q2         CACM-3187         33        N         0.00         0.000000
Q2         CACM-3188         34        N         0.00         0.000000
Q2         CACM-3188         35        N         0.00         0.000000
Q2         CACM-3189         36        N         0.00         0.000000
Q2         CACM-3190         37        N         0.00         0.000000
Q2         CACM-3190         38        N         0.00         0.000000
Q2         CACM-3191         39        N         0.00         0.000000
Q2         CACM-3191         40        N         0.00         0.000000
Q2         CACM-3192         41        N         0.00         0.000000
Q2         CACM-3193         42        N         0.00         0.000000
Q2         CACM-3194         43        N         0.00         0.000000
Q2         CACM-3195         44        N         0.00         0.000000
Q2         CACM-3195         45        N         0.00         0.000000
Q2         CACM-3196         46        N         0.00         0.000000
Q2         CACM-3196         47        N         0.00         0.000000
Q2         CACM-3197         48        N         0.00         0.000000
Q2         CACM-3197         49        N         0.00         0.000000
Q2         CACM-3198         50        N         0.00         0.000000
Q2         CACM-3199         51        N         0.00         0.000000
Q2         CACM-3200         52        N         0.00         0.000000
Q2         CACM-3200         53        N         0.00         0.000000
Q2         CACM-3201         54        N         0.00         0.000000
Q2         CACM-3201         55        N         0.00         0.000000
Q2         CACM-3202         56        N         0.00         0.000000
Q2         CACM-3202         57        N         0.00         0.000000
Q2         CACM-3202         58        N         0.00         0.000000
Q2         CACM-3203         59        N         0.00         0.000000
Q2         CACM-3204         60        N         0.00         0.000000
Q2         CACM-3148         61        N         0.00         0.000000
Q2         CACM-3149         62        N         0.00         0.000000
Q2         CACM-3150         63        N         0.00         0.000000
Q2         CACM-3150         64        N         0.00         0.000000
Q2         CACM-3151         65        N         0.00         0.000000
Q2         CACM-3151         66        N         0.00         0.000000
Q2         CACM-3152         67        N         0.00         0.000000
Q2         CACM-3152         68        N         0.00         0.000000
Q2         CACM-3153         69        N         0.00         0.000000
Q2         CACM-3153         70        N         0.00         0.000000
Q2         CACM-3153         71        N         0.00         0.000000
Q2         CACM-3154         72        N         0.00         0.000000
Q2         CACM-3155         73        N         0.00         0.000000
Q2         CACM-3156         74        N         0.00         0.000000
Q2         CACM-3157         75        N         0.00         0.000000
Q2         CACM-3158         76        N         0.00         0.000000
Q2         CACM-3158         77        N         0.00         0.000000
Q2         CACM-3159         78        N         0.00         0.000000
Q2         CACM-3160         79        N         0.00         0.000000
Q2         CACM-3142         80        N         0.00         0.000000
Q2         CACM-3143         81        N         0.00         0.000000
Q2         CACM-3144         82        N         0.00         0.000000
Q2         CACM-3144         83        N         0.00         0.000000
Q2         CACM-3145         84        N         0.00         0.000000
Q2         CACM-3145         85        N         0.00         0.000000
Q2         CACM-3146         86        N         0.00         0.000000
Q2         CACM-3147         87        N         0.00         0.000000
Q2         CACM-3138         88        N         0.00         0.000000
Q2         CACM-3138         89        N         0.00         0.000000
Q2         CACM-3138         90        N         0.00         0.000000
Q2         CACM-3139         91        N         0.00         0.000000
Q2         CACM-3140         92        N         0.00         0.000000
Q2         CACM-3141         93        N         0.00         0.000000
Q2         CACM-3141         94        N         0.00         0.000000
Q2         CACM-3136         95        N         0.00         0.000000
Q2         CACM-3137         96        N         0.00         0.000000
Q2         CACM-3135         97        N         0.00         0.000000
Q2         CACM-3135         98        N         0.00         0.000000
Q2         CACM-3134         99        N         0.00         0.000000
Q2         CACM-3133         100       N         0.00         0.000000


QueryID: Q3
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q3         CACM-3180         1         N         0.00         0.000000
Q3         CACM-3181         2         N         0.00         0.000000
Q3         CACM-3182         3         N         0.00         0.000000
Q3         CACM-3182         4         N         0.00         0.000000
Q3         CACM-3183         5         N         0.00         0.000000
Q3         CACM-3184         6         N         0.00         0.000000
Q3         CACM-3184         7         N         0.00         0.000000
Q3         CACM-3185         8         N         0.00         0.000000
Q3         CACM-3187         9         N         0.00         0.000000
Q3         CACM-3188         10        N         0.00         0.000000
Q3         CACM-3189         11        N         0.00         0.000000
Q3         CACM-3190         12        N         0.00         0.000000
Q3         CACM-3190         13        N         0.00         0.000000
Q3         CACM-3191         14        N         0.00         0.000000
Q3         CACM-3192         15        N         0.00         0.000000
Q3         CACM-3192         16        N         0.00         0.000000
Q3         CACM-3193         17        N         0.00         0.000000
Q3         CACM-3194         18        N         0.00         0.000000
Q3         CACM-3195         19        N         0.00         0.000000
Q3         CACM-3195         20        N         0.00         0.000000
Q3         CACM-3196         21        N         0.00         0.000000
Q3         CACM-3197         22        N         0.00         0.000000
Q3         CACM-3197         23        N         0.00         0.000000
Q3         CACM-3198         24        N         0.00         0.000000
Q3         CACM-3198         25        N         0.00         0.000000
Q3         CACM-3199         26        N         0.00         0.000000
Q3         CACM-3199         27        N         0.00         0.000000
Q3         CACM-3200         28        N         0.00         0.000000
Q3         CACM-3200         29        N         0.00         0.000000
Q3         CACM-3201         30        N         0.00         0.000000
Q3         CACM-3201         31        N         0.00         0.000000
Q3         CACM-3202         32        N         0.00         0.000000
Q3         CACM-3202         33        N         0.00         0.000000
Q3         CACM-3203         34        N         0.00         0.000000
Q3         CACM-3204         35        N         0.00         0.000000
Q3         CACM-3204         36        N         0.00         0.000000
Q3         CACM-3167         37        N         0.00         0.000000
Q3         CACM-3168         38        N         0.00         0.000000
Q3         CACM-3169         39        N         0.00         0.000000
Q3         CACM-3170         40        N         0.00         0.000000
Q3         CACM-3171         41        N         0.00         0.000000
Q3         CACM-3171         42        N         0.00         0.000000
Q3         CACM-3173         43        N         0.00         0.000000
Q3         CACM-3173         44        N         0.00         0.000000
Q3         CACM-3174         45        N         0.00         0.000000
Q3         CACM-3175         46        N         0.00         0.000000
Q3         CACM-3175         47        N         0.00         0.000000
Q3         CACM-3176         48        N         0.00         0.000000
Q3         CACM-3176         49        N         0.00         0.000000
Q3         CACM-3176         50        N         0.00         0.000000
Q3         CACM-3177         51        N         0.00         0.000000
Q3         CACM-3177         52        N         0.00         0.000000
Q3         CACM-3177         53        N         0.00         0.000000
Q3         CACM-3179         54        N         0.00         0.000000
Q3         CACM-3179         55        N         0.00         0.000000
Q3         CACM-3180         56        N         0.00         0.000000
Q3         CACM-3160         57        N         0.00         0.000000
Q3         CACM-3161         58        N         0.00         0.000000
Q3         CACM-3162         59        N         0.00         0.000000
Q3         CACM-3162         60        N         0.00         0.000000
Q3         CACM-3163         61        N         0.00         0.000000
Q3         CACM-3163         62        N         0.00         0.000000
Q3         CACM-3164         63        N         0.00         0.000000
Q3         CACM-3164         64        N         0.00         0.000000
Q3         CACM-3165         65        N         0.00         0.000000
Q3         CACM-3165         66        N         0.00         0.000000
Q3         CACM-3165         67        N         0.00         0.000000
Q3         CACM-3166         68        N         0.00         0.000000
Q3         CACM-3166         69        N         0.00         0.000000
Q3         CACM-3167         70        N         0.00         0.000000
Q3         CACM-3154         71        N         0.00         0.000000
Q3         CACM-3154         72        N         0.00         0.000000
Q3         CACM-3155         73        N         0.00         0.000000
Q3         CACM-3156         74        N         0.00         0.000000
Q3         CACM-3156         75        N         0.00         0.000000
Q3         CACM-3157         76        N         0.00         0.000000
Q3         CACM-3157         77        N         0.00         0.000000
Q3         CACM-3157         78        N         0.00         0.000000
Q3         CACM-3158         79        N         0.00         0.000000
Q3         CACM-3158         80        N         0.00         0.000000
Q3         CACM-3160         81        N         0.00         0.000000
Q3         CACM-3152         82        N         0.00         0.000000
Q3         CACM-3153         83        N         0.00         0.000000
Q3         CACM-3153         84        N         0.00         0.000000
Q3         CACM-3150         85        N         0.00         0.000000
Q3         CACM-3150         86        N         0.00         0.000000
Q3         CACM-3150         87        N         0.00         0.000000
Q3         CACM-3151         88        N         0.00         0.000000
Q3         CACM-3151         89        N         0.00         0.000000
Q3         CACM-3151         90        N         0.00         0.000000
Q3         CACM-3152         91        N         0.00         0.000000
Q3         CACM-3148         92        N         0.00         0.000000
Q3         CACM-3148         93        N         0.00         0.000000
Q3         CACM-3149         94        N         0.00         0.000000
Q3         CACM-3149         95        N         0.00         0.000000
Q3         CACM-3147         96        N         0.00         0.000000
Q3         CACM-3147         97        N         0.00         0.000000
Q3         CACM-3146         98        N         0.00         0.000000
Q3         CACM-3146         99        N         0.00         0.000000
Q3         CACM-3145         100       N         0.00         0.000000


QueryID: Q4
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q4         CACM-3199         1         N         0.00         0.000000
Q4         CACM-3199         2         N         0.00         0.000000
Q4         CACM-3199         3         N         0.00         0.000000
Q4         CACM-3199         4         N         0.00         0.000000
Q4         CACM-3199         5         N         0.00         0.000000
Q4         CACM-3199         6         N         0.00         0.000000
Q4         CACM-3200         7         N         0.00         0.000000
Q4         CACM-3200         8         N         0.00         0.000000
Q4         CACM-3200         9         N         0.00         0.000000
Q4         CACM-3200         10        N         0.00         0.000000
Q4         CACM-3200         11        N         0.00         0.000000
Q4         CACM-3200         12        N         0.00         0.000000
Q4         CACM-3201         13        N         0.00         0.000000
Q4         CACM-3201         14        N         0.00         0.000000
Q4         CACM-3201         15        N         0.00         0.000000
Q4         CACM-3202         16        N         0.00         0.000000
Q4         CACM-3202         17        N         0.00         0.000000
Q4         CACM-3202         18        N         0.00         0.000000
Q4         CACM-3202         19        N         0.00         0.000000
Q4         CACM-3202         20        N         0.00         0.000000
Q4         CACM-3203         21        N         0.00         0.000000
Q4         CACM-3203         22        N         0.00         0.000000
Q4         CACM-3203         23        N         0.00         0.000000
Q4         CACM-3204         24        N         0.00         0.000000
Q4         CACM-3204         25        N         0.00         0.000000
Q4         CACM-3204         26        N         0.00         0.000000
Q4         CACM-3204         27        N         0.00         0.000000
Q4         CACM-3204         28        N         0.00         0.000000
Q4         CACM-3190         29        N         0.00         0.000000
Q4         CACM-3190         30        N         0.00         0.000000
Q4         CACM-3191         31        N         0.00         0.000000
Q4         CACM-3191         32        N         0.00         0.000000
Q4         CACM-3191         33        N         0.00         0.000000
Q4         CACM-3192         34        N         0.00         0.000000
Q4         CACM-3192         35        N         0.00         0.000000
Q4         CACM-3192         36        N         0.00         0.000000
Q4         CACM-3192         37        N         0.00         0.000000
Q4         CACM-3193         38        N         0.00         0.000000
Q4         CACM-3193         39        N         0.00         0.000000
Q4         CACM-3194         40        N         0.00         0.000000
Q4         CACM-3194         41        N         0.00         0.000000
Q4         CACM-3195         42        N         0.00         0.000000
Q4         CACM-3195         43        N         0.00         0.000000
Q4         CACM-3195         44        N         0.00         0.000000
Q4         CACM-3195         45        N         0.00         0.000000
Q4         CACM-3196         46        N         0.00         0.000000
Q4         CACM-3196         47        N         0.00         0.000000
Q4         CACM-3196         48        N         0.00         0.000000
Q4         CACM-3197         49        N         0.00         0.000000
Q4         CACM-3197         50        N         0.00         0.000000
Q4         CACM-3197         51        N         0.00         0.000000
Q4         CACM-3198         52        N         0.00         0.000000
Q4         CACM-3198         53        N         0.00         0.000000
Q4         CACM-3198         54        N         0.00         0.000000
Q4         CACM-3198         55        N         0.00         0.000000
Q4         CACM-3184         56        N         0.00         0.000000
Q4         CACM-3184         57        N         0.00         0.000000
Q4         CACM-3184         58        N         0.00         0.000000
Q4         CACM-3185         59        N         0.00         0.000000
Q4         CACM-3185         60        N         0.00         0.000000
Q4         CACM-3185         61        N         0.00         0.000000
Q4         CACM-3186         62        N         0.00         0.000000
Q4         CACM-3187         63        N         0.00         0.000000
Q4         CACM-3187         64        N         0.00         0.000000
Q4         CACM-3188         65        N         0.00         0.000000
Q4         CACM-3188         66        N         0.00         0.000000
Q4         CACM-3188         67        N         0.00         0.000000
Q4         CACM-3189         68        N         0.00         0.000000
Q4         CACM-3189         69        N         0.00         0.000000
Q4         CACM-3189         70        N         0.00         0.000000
Q4         CACM-3190         71        N         0.00         0.000000
Q4         CACM-3190         72        N         0.00         0.000000
Q4         CACM-3181         73        N         0.00         0.000000
Q4         CACM-3182         74        N         0.00         0.000000
Q4         CACM-3182         75        N         0.00         0.000000
Q4         CACM-3182         76        N         0.00         0.000000
Q4         CACM-3182         77        N         0.00         0.000000
Q4         CACM-3182         78        N         0.00         0.000000
Q4         CACM-3182         79        N         0.00         0.000000
Q4         CACM-3182         80        N         0.00         0.000000
Q4         CACM-3183         81        N         0.00         0.000000
Q4         CACM-3183         82        N         0.00         0.000000
Q4         CACM-3184         83        N         0.00         0.000000
Q4         CACM-3179         84        N         0.00         0.000000
Q4         CACM-3179         85        N         0.00         0.000000
Q4         CACM-3179         86        N         0.00         0.000000
Q4         CACM-3180         87        N         0.00         0.000000
Q4         CACM-3180         88        N         0.00         0.000000
Q4         CACM-3180         89        N         0.00         0.000000
Q4         CACM-3180         90        N         0.00         0.000000
Q4         CACM-3181         91        N         0.00         0.000000
Q4         CACM-3177         92        N         0.00         0.000000
Q4         CACM-3178         93        N         0.00         0.000000
Q4         CACM-3179         94        N         0.00         0.000000
Q4         CACM-3177         95        N         0.00         0.000000
Q4         CACM-3177         96        N         0.00         0.000000
Q4         CACM-3176         97        N         0.00         0.000000
Q4         CACM-3176         98        N         0.00         0.000000
Q4         CACM-3176         99        N         0.00         0.000000
Q4         CACM-3176         100       N         0.00         0.000000


QueryID: Q5
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q5         CACM-3195         1         N         0.00         0.000000
Q5         CACM-3195         2         N         0.00         0.000000
Q5         CACM-3195         3         N         0.00         0.000000
Q5         CACM-3196         4         N         0.00         0.000000
Q5         CACM-3196         5         N         0.00         0.000000
Q5         CACM-3197         6         N         0.00         0.000000
Q5         CACM-3197         7         N         0.00         0.000000
Q5         CACM-3197         8         N         0.00         0.000000
Q5         CACM-3198         9         N         0.00         0.000000
Q5         CACM-3198         10        N         0.00         0.000000
Q5         CACM-3198         11        N         0.00         0.000000
Q5         CACM-3198         12        N         0.00         0.000000
Q5         CACM-3199         13        N         0.00         0.000000
Q5         CACM-3199         14        N         0.00         0.000000
Q5         CACM-3199         15        N         0.00         0.000000
Q5         CACM-3199         16        N         0.00         0.000000
Q5         CACM-3200         17        N         0.00         0.000000
Q5         CACM-3200         18        N         0.00         0.000000
Q5         CACM-3200         19        N         0.00         0.000000
Q5         CACM-3200         20        N         0.00         0.000000
Q5         CACM-3200         21        N         0.00         0.000000
Q5         CACM-3201         22        N         0.00         0.000000
Q5         CACM-3201         23        N         0.00         0.000000
Q5         CACM-3201         24        N         0.00         0.000000
Q5         CACM-3202         25        N         0.00         0.000000
Q5         CACM-3202         26        N         0.00         0.000000
Q5         CACM-3202         27        N         0.00         0.000000
Q5         CACM-3203         28        N         0.00         0.000000
Q5         CACM-3203         29        N         0.00         0.000000
Q5         CACM-3204         30        N         0.00         0.000000
Q5         CACM-3204         31        N         0.00         0.000000
Q5         CACM-3204         32        N         0.00         0.000000
Q5         CACM-3184         33        N         0.00         0.000000
Q5         CACM-3185         34        N         0.00         0.000000
Q5         CACM-3185         35        N         0.00         0.000000
Q5         CACM-3185         36        N         0.00         0.000000
Q5         CACM-3186         37        N         0.00         0.000000
Q5         CACM-3187         38        N         0.00         0.000000
Q5         CACM-3187         39        N         0.00         0.000000
Q5         CACM-3188         40        N         0.00         0.000000
Q5         CACM-3188         41        N         0.00         0.000000
Q5         CACM-3188         42        N         0.00         0.000000
Q5         CACM-3189         43        N         0.00         0.000000
Q5         CACM-3189         44        N         0.00         0.000000
Q5         CACM-3189         45        N         0.00         0.000000
Q5         CACM-3190         46        N         0.00         0.000000
Q5         CACM-3190         47        N         0.00         0.000000
Q5         CACM-3190         48        N         0.00         0.000000
Q5         CACM-3191         49        N         0.00         0.000000
Q5         CACM-3191         50        N         0.00         0.000000
Q5         CACM-3191         51        N         0.00         0.000000
Q5         CACM-3192         52        N         0.00         0.000000
Q5         CACM-3192         53        N         0.00         0.000000
Q5         CACM-3192         54        N         0.00         0.000000
Q5         CACM-3192         55        N         0.00         0.000000
Q5         CACM-3193         56        N         0.00         0.000000
Q5         CACM-3193         57        N         0.00         0.000000
Q5         CACM-3194         58        N         0.00         0.000000
Q5         CACM-3180         59        N         0.00         0.000000
Q5         CACM-3180         60        N         0.00         0.000000
Q5         CACM-3181         61        N         0.00         0.000000
Q5         CACM-3181         62        N         0.00         0.000000
Q5         CACM-3182         63        N         0.00         0.000000
Q5         CACM-3182         64        N         0.00         0.000000
Q5         CACM-3182         65        N         0.00         0.000000
Q5         CACM-3182         66        N         0.00         0.000000
Q5         CACM-3182         67        N         0.00         0.000000
Q5         CACM-3182         68        N         0.00         0.000000
Q5         CACM-3183         69        N         0.00         0.000000
Q5         CACM-3183         70        N         0.00         0.000000
Q5         CACM-3184         71        N         0.00         0.000000
Q5         CACM-3184         72        N         0.00         0.000000
Q5         CACM-3175         73        N         0.00         0.000000
Q5         CACM-3175         74        N         0.00         0.000000
Q5         CACM-3176         75        N         0.00         0.000000
Q5         CACM-3176         76        N         0.00         0.000000
Q5         CACM-3177         77        N         0.00         0.000000
Q5         CACM-3177         78        N         0.00         0.000000
Q5         CACM-3178         79        N         0.00         0.000000
Q5         CACM-3179         80        N         0.00         0.000000
Q5         CACM-3179         81        N         0.00         0.000000
Q5         CACM-3179         82        N         0.00         0.000000
Q5         CACM-3180         83        N         0.00         0.000000
Q5         CACM-3180         84        N         0.00         0.000000
Q5         CACM-3174         85        N         0.00         0.000000
Q5         CACM-3174         86        N         0.00         0.000000
Q5         CACM-3174         87        N         0.00         0.000000
Q5         CACM-3174         88        N         0.00         0.000000
Q5         CACM-3175         89        N         0.00         0.000000
Q5         CACM-3175         90        N         0.00         0.000000
Q5         CACM-3173         91        N         0.00         0.000000
Q5         CACM-3173         92        N         0.00         0.000000
Q5         CACM-3173         93        N         0.00         0.000000
Q5         CACM-3170         94        N         0.00         0.000000
Q5         CACM-3171         95        N         0.00         0.000000
Q5         CACM-3171         96        N         0.00         0.000000
Q5         CACM-3170         97        N         0.00         0.000000
Q5         CACM-3170         98        N         0.00         0.000000
Q5         CACM-3170         99        N         0.00         0.000000
Q5         CACM-3169         100       N         0.00         0.000000


QueryID: Q6
P@K = 5: 0.000000
P@K = 20: 0.000000


Precision & Recall Tables

QueryID      DocId          Rank      R/N      Recall      Precision      
--------------------------------------------------------------------------------
Q6         CACM-3194         1         N         0.00         0.000000
Q6         CACM-3195         2         N         0.00         0.000000
Q6         CACM-3195         3         N         0.00         0.000000
Q6         CACM-3195         4         N         0.00         0.000000
Q6         CACM-3195         5         N         0.00         0.000000
Q6         CACM-3196         6         N         0.00         0.000000
Q6         CACM-3196         7         N         0.00         0.000000
Q6         CACM-3197         8         N         0.00         0.000000
Q6         CACM-3197         9         N         0.00         0.000000
Q6         CACM-3198         10        N         0.00         0.000000
Q6         CACM-3198         11        N         0.00         0.000000
Q6         CACM-3198         12        N         0.00         0.000000
Q6         CACM-3198         13        N         0.00         0.000000
Q6         CACM-3199         14        N         0.00         0.000000
Q6         CACM-3199         15        N         0.00         0.000000
Q6         CACM-3199         16        N         0.00         0.000000
Q6         CACM-3199         17        N         0.00         0.000000
Q6         CACM-3199         18        N         0.00         0.000000
Q6         CACM-3200         19        N         0.00         0.000000
Q6         CACM-3200         20        N         0.00         0.000000
Q6         CACM-3200         21        N         0.00         0.000000
Q6         CACM-3200         22        N         0.00         0.000000
Q6         CACM-3201         23        N         0.00         0.000000
Q6         CACM-3201         24        N         0.00         0.000000
Q6         CACM-3202         25        N         0.00         0.000000
Q6         CACM-3202         26        N         0.00         0.000000
Q6         CACM-3202         27        N         0.00         0.000000
Q6         CACM-3202         28        N         0.00         0.000000
Q6         CACM-3203         29        N         0.00         0.000000
Q6         CACM-3203         30        N         0.00         0.000000
Q6         CACM-3204         31        N         0.00         0.000000
Q6         CACM-3204         32        N         0.00         0.000000
Q6         CACM-3204         33        N         0.00         0.000000
Q6         CACM-3185         34        N         0.00         0.000000
Q6         CACM-3185         35        N         0.00         0.000000
Q6         CACM-3185         36        N         0.00         0.000000
Q6         CACM-3185         37        N         0.00         0.000000
Q6         CACM-3187         38        N         0.00         0.000000
Q6         CACM-3187         39        N         0.00         0.000000
Q6         CACM-3188         40        N         0.00         0.000000
Q6         CACM-3188         41        N         0.00         0.000000
Q6         CACM-3188         42        N         0.00         0.000000
Q6         CACM-3189         43        N         0.00         0.000000
Q6         CACM-3189         44        N         0.00         0.000000
Q6         CACM-3190         45        N         0.00         0.000000
Q6         CACM-3190         46        N         0.00         0.000000
Q6         CACM-3190         47        N         0.00         0.000000
Q6         CACM-3190         48        N         0.00         0.000000
Q6         CACM-3191         49        N         0.00         0.000000
Q6         CACM-3191         50        N         0.00         0.000000
